person_id,aircraft_id,flight_no,pickup_stop_order,delivery_stop_order
P3759,A03-T3-H02,1,2,3
P3760,A01-T1-H01,5,0,1
P3761,A01-T3-H02,2,0,1
P3762,A03-T2-H03,7,0,1
P3763,A02-T2-H02,8,0,1
P3764,A01-T2-H02,7,2,3
P3765,A01-T2-H03,8,2,3
P3766,A01-T1-H03,5,2,4
P3767,A02-T2-H03,8,2,3
P3768,A01-T3-H02,3,1,2
P3769,,,,
P3770,A03-T3-H03,5,0,1
P3771,A03-T2-H01,8,0,2
P3772,A02-T2-H04,2,3,4
P3773,A01-T2-H03,5,3,4
P3774,A03-T2-H02,1,0,1
P3775,A01-T1-H01,5,0,1
P3776,A01-T3-H02,1,1,2
P3777,A03-T3-H01,1,1,2
P3778,A01-T3-H01,2,1,2
P3779,A01-T2-H01,11,0,1
P3780,A01-T1-H01,6,0,1
P3781,A03-T2-H03,3,2,3
P3782,A01-T2-H01,5,0,1
P3783,A01-T2-H01,5,1,2
P3784,A01-T2-H01,9,2,3
P3785,A03-T2-H02,1,1,4
P3786,,,,
P3787,A02-T2-H02,1,1,2
P3788,A02-T3-H02,7,1,2
P3789,A01-T2-H02,9,2,4
P3790,A01-T1-H03,2,3,4
P3791,A02-T2-H01,6,0,2
P3792,A02-T1-H01,2,2,3
P3793,A03-T2-H03,4,0,1
P3794,A02-T3-H01,1,1,2
P3795,A03-T2-H03,4,1,2
P3796,A01-T3-H01,9,1,3
P3797,A01-T2-H03,9,0,2
P3798,A02-T3-H01,5,2,3
P3799,A02-T1-H02,3,0,1
P3800,A02-T2-H03,6,3,4
P3801,A03-T3-H02,1,2,3
P3802,A02-T2-H04,3,2,3
P3803,A03-T2-H01,1,2,4
P3804,A02-T2-H04,7,1,2
P3805,A02-T2-H01,6,2,4
P3806,A02-T3-H01,2,2,3
P3807,,,,
P3808,,,,
P3809,A02-T3-H02,2,0,1
P3810,A02-T2-H01,2,0,1
P3811,A01-T2-H02,2,0,1
P3812,,,,
P3813,A03-T2-H02,6,2,3
P3814,A01-T2-H03,1,0,1
P3815,A01-T3-H02,4,0,1
P3816,A02-T3-H02,3,0,1
P3817,A01-T2-H01,2,0,1
P3818,A03-T2-H02,4,2,3
P3819,A03-T3-H02,5,1,2
P3820,A03-T3-H03,3,1,3
P3821,A01-T1-H02,5,4,5
P3822,A01-T2-H02,1,0,1
P3823,A02-T3-H02,3,0,1
P3824,A01-T3-H01,1,0,2
P3825,A03-T2-H01,5,2,4
P3826,A03-T2-H01,5,1,4
P3827,A03-T3-H02,4,2,3
P3828,,,,
P3829,A03-T2-H03,10,1,2
P3830,A01-T1-H03,5,2,5
P3831,A01-T1-H02,5,4,5
P3832,A02-T2-H04,6,3,4
P3833,A01-T2-H02,4,1,3
P3834,A02-T2-H02,1,1,2
P3835,A01-T3-H02,6,2,3
P3836,A01-T2-H01,10,0,1
P3837,A03-T2-H02,9,2,3
P3838,A03-T3-H01,4,3,4
P3839,A01-T2-H01,6,3,4
P3840,A01-T2-H03,4,0,1
P3841,A01-T3-H02,6,1,2
P3842,A02-T2-H03,7,2,3
P3843,A01-T2-H02,7,0,1
P3844,A02-T1-H01,1,0,3
P3845,A01-T3-H01,3,1,2
P3846,A03-T3-H01,3,0,1
P3847,A01-T3-H02,8,0,1
P3848,A01-T2-H02,1,0,1
P3849,A01-T2-H01,11,0,2
P3850,A01-T2-H03,4,0,1
P3851,A03-T3-H01,1,0,1
P3852,A01-T2-H03,9,0,1
P3853,A03-T2-H01,1,3,4
P3854,A01-T3-H01,1,2,3
P3855,A03-T2-H01,7,2,4
P3856,A03-T2-H01,4,0,3
P3857,A01-T2-H03,1,1,2
P3858,A02-T3-H02,4,2,3
P3859,A02-T3-H01,5,0,1
P3860,A02-T2-H04,3,2,4
P3861,A03-T3-H01,3,1,3
P3862,A02-T2-H04,3,0,2
P3863,A02-T2-H03,4,2,3
P3864,A03-T2-H02,2,2,3
P3865,A01-T2-H03,4,2,3
P3866,A02-T1-H02,1,1,3
P3867,A01-T1-H03,5,4,5
P3868,A03-T2-H01,6,0,1
P3869,A01-T2-H03,8,1,2
P3870,A02-T2-H03,6,1,4
P3871,A01-T3-H02,7,1,2
P3872,A02-T1-H02,2,0,2
P3873,A02-T2-H01,5,1,2
P3874,A01-T3-H02,7,1,3
P3875,A01-T3-H02,1,0,1
P3876,A01-T3-H02,2,1,2
P3877,A02-T3-H02,2,0,1
P3878,A02-T2-H02,2,1,2
P3879,A02-T3-H01,3,0,2
P3880,A01-T3-H01,7,0,2
P3881,A02-T3-H01,4,1,2
P3882,A01-T1-H01,3,0,2
P3883,A01-T1-H03,2,4,5
P3884,A01-T3-H01,6,0,1
P3885,A03-T2-H01,4,0,2
P3886,A02-T1-H01,1,4,5
P3887,A01-T3-H02,3,1,2
P3888,A02-T2-H01,7,0,1
P3889,A03-T3-H01,5,0,1
P3890,A02-T2-H01,1,1,4
P3891,A01-T1-H03,5,4,5
P3892,A01-T1-H01,5,0,1
P3893,A03-T2-H01,7,2,4
P3894,A01-T3-H01,4,1,3
P3895,A02-T3-H02,4,0,2
P3896,A01-T2-H03,3,1,3
P3897,A03-T2-H03,7,0,1
P3898,A03-T3-H03,2,0,1
P3899,A01-T2-H03,5,2,3
P3900,A02-T2-H03,8,2,3
P3901,A02-T2-H03,8,2,3
P3902,A02-T3-H02,7,1,2
P3903,A03-T2-H02,6,0,1
P3904,A01-T2-H01,2,1,3
P3905,A02-T2-H03,2,1,2
P3906,A01-T3-H01,1,0,1
P3907,A02-T3-H01,3,2,3
P3908,A02-T2-H04,2,2,4
P3909,A02-T2-H01,5,0,2
P3910,A02-T3-H02,5,1,3
P3911,A02-T2-H04,6,0,2
P3912,A02-T2-H02,1,1,2
P3913,A03-T2-H02,5,2,4
P3914,A02-T2-H04,3,0,2
P3915,A03-T3-H02,2,1,3
P3916,A01-T3-H02,9,1,2
P3917,,,,
P3918,A02-T3-H01,4,1,2
P3919,A02-T2-H01,6,2,4
P3920,A03-T3-H03,2,0,1
P3921,A01-T2-H02,6,1,2
P3922,A02-T2-H01,3,2,3
P3923,A01-T2-H01,10,2,3
P3924,A02-T1-H02,1,1,3
P3925,A01-T3-H01,4,0,1
P3926,A01-T1-H02,4,1,3
P3927,A02-T3-H01,3,2,3
P3928,A02-T2-H03,8,2,3
P3929,A02-T2-H02,2,0,2
P3930,A03-T2-H02,1,2,4
P3931,A02-T2-H04,2,3,4
P3932,A01-T1-H03,3,1,2
P3933,A01-T2-H02,9,3,4
P3934,A03-T2-H01,4,2,3
P3935,A02-T3-H02,5,0,1
P3936,A01-T2-H01,1,1,3
P3937,A01-T2-H02,10,0,1
P3938,A01-T3-H01,8,0,1
P3939,A01-T2-H01,10,0,1
P3940,A01-T2-H03,11,0,1
P3941,,,,
P3942,A01-T2-H03,7,1,2
P3943,A01-T3-H02,5,1,2
P3944,A03-T2-H03,7,2,4
P3945,A01-T3-H01,7,0,1
P3946,A01-T1-H03,3,1,2
P3947,A03-T2-H01,9,0,1
P3948,A01-T2-H02,10,1,2
P3949,A01-T1-H03,2,3,4
P3950,A03-T2-H01,4,3,4
P3951,A01-T1-H01,2,1,3
P3952,A03-T1-H01,1,2,3
P3953,A02-T2-H02,5,1,2
P3954,A03-T2-H03,6,0,3
P3955,A03-T2-H02,5,0,1
P3956,A01-T2-H01,6,3,4
P3957,A01-T2-H02,3,3,4
P3958,A02-T3-H02,2,2,3
P3959,A03-T2-H03,2,0,2
P3960,A03-T2-H01,1,2,4
P3961,A01-T3-H02,1,0,1
P3962,A03-T2-H01,4,3,4
P3963,A02-T3-H02,3,0,1
P3964,A03-T2-H03,4,1,2
P3965,A01-T2-H03,5,3,4
P3966,A03-T2-H02,6,0,1
P3967,A03-T2-H01,9,1,3
P3968,A01-T3-H01,6,0,1
P3969,A03-T2-H03,5,0,1
P3970,A03-T2-H03,2,0,2
P3971,A02-T2-H02,7,3,4
P3972,A03-T2-H01,1,2,3
P3973,A01-T2-H01,3,0,1
P3974,A02-T2-H03,2,1,2
P3975,A01-T3-H01,3,1,2
P3976,A01-T3-H02,8,1,2
P3977,A01-T3-H01,4,1,3
P3978,A01-T1-H02,1,3,4
P3979,A01-T2-H01,2,1,3
P3980,A02-T3-H02,2,2,3
P3981,A01-T3-H02,7,1,2
P3982,A02-T3-H01,5,0,1
P3983,A01-T1-H02,6,3,4
P3984,A01-T1-H01,1,0,1
P3985,A01-T2-H01,10,0,1
P3986,A03-T2-H03,6,1,4
P3987,A03-T3-H02,5,0,1
P3988,A01-T1-H03,3,1,2
P3989,A03-T3-H01,3,0,1
P3990,A01-T1-H01,2,1,3
P3991,A03-T2-H03,1,2,3
P3992,A03-T2-H01,1,0,3
P3993,A03-T3-H01,1,1,4
P3994,A01-T2-H01,3,0,1
P3995,A01-T2-H02,5,1,2
P3996,A02-T2-H02,2,0,1
P3997,A03-T2-H03,9,1,3
P3998,A01-T2-H02,1,0,1
P3999,A01-T2-H03,7,1,2
P4000,A01-T2-H03,1,1,2
